candidate_rank,paper_id,title,doi,year,journal,s2_is_open_access,oa_pdf_url,status,filename,sha256,bytes,error,openalex_status,openalex_error
36,,Review of Curie point depth determination through different spectral methods applied to magnetic data,10.1093/gji/ggaa361,2021,Geophysical Journal International,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://academic.oup.com/gji/article-pdf/224/1/17/34193313/ggaa361.pdf
37,,Design of Fe-containing GdTbCoAl high-entropy-metallic-glass composite microwires with tunable Curie temperatures and enhanced cooling efficiency,10.1016/j.matdes.2021.109824,2021,Materials and Design,True,https://www.sciencedirect.com/science/article/pii/S0264127521003774/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0264127521003774/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0264127521003774/pdf
38,188,An accelerating approach of designing ferromagnetic materials via machine learning modeling of magnetic ground state and Curie temperature,10.1080/21663831.2020.1863876,2021,Materials Research Letters,True,https://arxiv.org/pdf/1908.00926,DOWNLOADED_OPENALEX,188-An accelerating approach of designing ferromagnetic materials via machine learning modeling of magnetic g.pdf,7ffa4466f860646d66a2d0aa13706f53a22ded796f86f13bd015a867f190c03c,517604,,,
39,,"Review - Modulation of Dielectric, Ferroelectric, and Piezoelectric Properties of Lead-Free BCZT Ceramics by Doping",10.1149/2162-8777/ac0e0d,2021,Ecs Journal of Solid State Science and Technology,True,https://iopscience.iop.org/article/10.1149/2162-8777/ac0e0d/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF
40,189,Two-dimensional magnetic semiconductors with room Curie temperatures,10.1103/physrevresearch.2.013002,2020,Physical Review Research,True,https://arxiv.org/pdf/1908.05836,DOWNLOADED_OPENALEX,189-Two-dimensional magnetic semiconductors with room Curie temperatures.pdf,b363a7922972d324e9d34cc1aba5bd31e8e1816244d95e4ac91b7fb8b7eba704,2018952,,,
41,,Magnetic anisotropy and Curie temperature of two-dimensional VI3 monolayer,10.1088/1361-648x/ab7c14,2020,Journal of Physics Condensed Matter,True,https://iopscience.iop.org/article/10.1088/1361-648X/ab7c14/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF
42,,2D robust intrinsic ferromagnetic half-metals Cr2XP with high Curie temperature,10.1016/j.matdes.2025.113850,2025,Materials and Design,True,https://doi.org/10.1016/j.matdes.2025.113850,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
43,155,Ferromagnetism in LaFeO3/LaNiO3 superlattices with high Curie temperature,10.1038/s41467-025-58968-z,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-58968-z.pdf,DOWNLOADED,155-Ferromagnetism in LaFeO3 LaNiO3 superlattices with high Curie temperature.pdf,5ffbdb58bcc31786f29a7a52767a4c244fb70d533af3bbca734a3c73a783916a,3159560,,,
44,,Influence of Layering and Curie Temperature Uncertainty on the Performance of Multilayer Active Magnetic Regenerators,10.1002/adfm.202424282,2025,Advanced Functional Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202424282,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202424282,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202424282
45,156,Investigation of the temperature-dependent functioning of BiFeO3 as a ferroelectric material through X-ray diffraction analysis,10.1007/s00339-024-08101-6,2025,Applied Physics A Materials Science and Processing,True,https://link.springer.com/content/pdf/10.1007/s00339-024-08101-6.pdf,DOWNLOADED,156-Investigation of the temperature-dependent functioning of BiFeO3 as a ferroelectric material through X-ra.pdf,edecd87f44d950e4485442ffb1a68788a01b8b1b303d29570cdf0bb5ae36c95a,4829651,,,
46,,Predicting the Curie temperature of magnetic materials with automated calculations across chemistries and structures,10.1103/physrevmaterials.8.114417,2024,Physical Review Materials,True,http://link.aps.org/pdf/10.1103/PhysRevMaterials.8.114417,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/pdf/10.1103/PhysRevMaterials.8.114417,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/pdf/10.1103/PhysRevMaterials.8.114417
47,,A Continental Model of Curie Point Depth for China and Surroundings Based on Equivalent Source Method,10.1029/2023jb027254,2024,Journal of Geophysical Research Solid Earth,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023JB027254
48,,Machine-Learning Prediction of Curie Temperature from Chemical Compositions of Ferromagnetic Materials,10.1021/acs.jcim.4c00947,2024,Journal of Chemical Information and Modeling,True,https://pubs.acs.org/doi/pdf/10.1021/acs.jcim.4c00947,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jcim.4c00947,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jcim.4c00947 | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC11350867/pdf/ci4c00947.pdf | ValueError: response is not a PDF
49,157,A high-temperature double perovskite molecule-based antiferroelectric with excellent anti-breakdown capacity for energy storage,10.1038/s41467-023-38007-5,2023,Nature Communications,True,https://www.nature.com/articles/s41467-023-38007-5.pdf,DOWNLOADED,157-A high-temperature double perovskite molecule-based antiferroelectric with excellent anti-breakdown capac.pdf,8d9a5c8556d29ac6dc9e70da49b75477652f213c10d6022d347055f390f9afe7,1977101,,,
50,,Electrically Switchable Persistent Spin Texture in a Two-Dimensional Hybrid Perovskite Ferroelectric,10.1002/anie.202300028,2023,Angewandte Chemie International Edition,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202300028
51,,Building Block-Inspired Hybrid Perovskite Derivatives for Ferroelectric Channel Layers with Gate-Tunable Memory Behavior,10.1002/anie.202309416,2023,Angewandte Chemie International Edition,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202309416
52,,Peculiar behavior of V on the Curie temperature and anisotropy field of SmFe12-xVx compounds,10.1016/j.actamat.2022.117928,2022,Acta Materialia,True,https://www.sciencedirect.com/science/article/pii/S1359645422003019/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1359645422003019/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1359645422003019/pdf
53,158,Geometry of the Magma Chamber and Curie Point Depth Beneath Hawaii Island: Inferences From Magnetic and Gravity Data,10.3389/feart.2022.847984,2022,Frontiers in Earth Science,True,https://www.frontiersin.org/articles/10.3389/feart.2022.847984/pdf,DOWNLOADED,158-Geometry of the Magma Chamber and Curie Point Depth Beneath Hawaii Island Inferences From Magnetic and Gr.pdf,7479a839fe17fea87408fb2e8c4ab0a42aa3d978f7531328a1d4df1eb0185e51,5802434,,,
54,,Anomalous magnetic behavior in half-metallic Heusler Co2FeSi alloy glass-coated microwires with high Curie temperature,10.1016/j.jallcom.2022.166379,2022,Journal of Alloys and Compounds,True,https://doi.org/10.1016/j.jallcom.2022.166379,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
55,,Fabrication and Magneto-Structural Properties of Co2-Based Heusler Alloy Glass-Coated Microwires with High Curie Temperature,10.3390/chemosensors10060225,2022,Chemosensors,True,https://www.mdpi.com/2227-9040/10/6/225/pdf?version=1655352098,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2227-9040/10/6/225/pdf?version=1655352098,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2227-9040/10/6/225/pdf?version=1655352098
56,159,Quantum anomalous Hall edge channels survive up to the Curie temperature,10.1038/s41467-021-25912-w,2021,Nature Communications,True,https://www.nature.com/articles/s41467-021-25912-w.pdf,DOWNLOADED,159-Quantum anomalous Hall edge channels survive up to the Curie temperature.pdf,4625f127427e5ab88812f2e2f2bac79468b3eab0cf53c6392cfb665345df89f7,1650256,,,
57,,Remarkably improved Curie temperature for two-dimensional CrI3by gas molecular adsorption: A DFT study,10.1088/1361-6641/ac01a2,2021,Semiconductor Science and Technology,True,https://iopscience.iop.org/article/10.1088/1361-6641/ac01a2/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF
58,160,Ambient effect on the Curie temperatures and magnetic domains in metallic two-dimensional magnets,10.1038/s41699-021-00242-z,2021,Npj 2d Materials and Applications,True,https://www.nature.com/articles/s41699-021-00242-z.pdf,DOWNLOADED,160-Ambient effect on the Curie temperatures and magnetic domains in metallic two-dimensional magnets.pdf,5a71291e93327ecb0d93a6253c00cf05ff41c4f96acfdaac7bce86a5b711b5b4,2753447,,,
59,190,Computing Curie temperature of two-dimensional ferromagnets in the presence of exchange anisotropy,10.1103/physrevresearch.3.043024,2021,Physical Review Research,True,https://lirias.kuleuven.be/retrieve/745b75a1-6ae2-4777-9bec-8fdba872d59c,DOWNLOADED_OPENALEX,190-Computing Curie temperature of two-dimensional ferromagnets in the presence of exchange anisotropy.pdf,998331663398e6a684400b999d95200987729f6f34d60eae8acbb1e6c0152ed1,889869,,,
60,161,Three-dimensional nonlinear photonic crystal in naturally grown potassium–tantalate–niobate perovskite ferroelectrics,10.1038/s41377-020-00427-z,2020,Light Science and Applications,True,https://www.nature.com/articles/s41377-020-00427-z.pdf,DOWNLOADED,161-Three-dimensional nonlinear photonic crystal in naturally grown potassium–tantalate–niobate perovskite fe.pdf,d92f57f06b6359f7bb13432854f19b6fdfeaaa53f8e54e9d49f4d1dc7fbe6458,2112034,,,
61,,Tunable Curie temperature in layered ferromagnetic Cr5+ xTe8 single crystals,10.1063/1.5143387,2020,APL Materials,True,https://doi.org/10.1063/1.5143387,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.aip.org/apm/article/8/3/031101/594639/Tunable-Curie-temperature-in-layered-ferromagnetic,NO_WORKING_PDF,
62,162,Prediction of the Curie temperature considering the dependence of the phonon free energy on magnetic states,10.1038/s41524-020-00458-5,2020,Npj Computational Materials,True,https://www.nature.com/articles/s41524-020-00458-5.pdf,DOWNLOADED,162-Prediction of the Curie temperature considering the dependence of the phonon free energy on magnetic stat.pdf,99d3c0dfadedb55910b46ab80eb9826231a8540f8157318c28eaa3e0c92eef6e,846403,,,
63,,On the ferroelectric to paraelectric structural transition of BaTiO3 Micro-/Nanoparticles and their epoxy nanocomposites,10.3390/molecules25112686,2020,Molecules,True,https://www.mdpi.com/1420-3049/25/11/2686/pdf?version=1591972707,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/1420-3049/25/11/2686/pdf?version=1591972707,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/1420-3049/25/11/2686/pdf?version=1591972707
64,,"Preparation of Fe-rich giant magnetocaloric (Mn,Fe)2(P,Si) ribbons and calorimetric analysis of the first-order magnetic transition",10.1016/j.actamat.2025.121677,2026,Acta Materialia,True,https://doi.org/10.1016/j.actamat.2025.121677,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
65,,Low-temperature sintering of BaTiO3-based semiconducting ceramics using sodium vapor,10.1111/jace.70468,2026,Journal of the American Ceramic Society,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jace.70468,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jace.70468,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jace.70468
66,163,"Study on the structural, ferroelectric, and optical properties of KNN ferroelectric ceramics doped with Cu",10.1007/s10832-025-00399-9,2026,Journal of Electroceramics,True,https://link.springer.com/content/pdf/10.1007/s10832-025-00399-9.pdf,DOWNLOADED,"163-Study on the structural, ferroelectric, and optical properties of KNN ferroelectric ceramics doped with C.pdf",b43964d685810fca67dae94ed9e49aac46908f64f36a4644818e5f2ed7a06368,3090601,,,
67,164,Polarity-dependent ferroelectric modulations in two-dimensional hybrid perovskite heterojunction transistors,10.1038/s41467-025-64387-x,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-64387-x.pdf,DOWNLOADED,164-Polarity-dependent ferroelectric modulations in two-dimensional hybrid perovskite heterojunction transist.pdf,3871497996fc8f1be6d61d1abdd7adfc9c2b83d09074a5d3075ac2f99ee5b4cd,2956838,,,
68,,Precise Tailoring of Unprecedent Layered Perovskite-Type Heterostructure Ferroelectric via Chemical Molecular Scissor,10.1002/anie.202424279,2025,Angewandte Chemie International Edition,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202424279
69,,Unlocking Cage-Confined Cations Molecular Dynamics toward High-Tc Perovskite Ferroelectrics,10.1002/anie.202420512,2025,Angewandte Chemie International Edition,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202420512,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202420512,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202420512
70,,High-temperature BaTiO3-based ceramic capacitors by entropy engineering design,10.26599/jac.2024.9220964,2024,Journal of Advanced Ceramics,True,https://doi.org/10.26599/jac.2024.9220964,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
71,,Landau theory-based relaxational modeling of first-order magnetic transition dynamics in magnetocaloric materials,10.1088/1361-6463/acbe4e,2023,Journal of Physics D Applied Physics,True,https://iopscience.iop.org/article/10.1088/1361-6463/acbe4e/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF | ValueError: response is not a PDF
72,,Phase coexistence and grain size effects on the functional properties of BaTiO3 ceramics,10.1016/j.jeurceramsoc.2021.12.024,2022,Journal of the European Ceramic Society,True,https://doi.org/10.1016/j.jeurceramsoc.2021.12.024,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
73,,Inverse Design of Ferroelectric-Order in Perovskite Crystal for Self-Powered Ultraviolet Photodetection,10.1002/adma.202105108,2022,Advanced Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202105108,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202105108,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202105108
74,,A one-dimensional perovskite with ferroelectric and switchable nonlinear optical properties: [azetidinium]CdCl3,10.1039/d1tc05355h,2022,Journal of Materials Chemistry C,True,https://doi.org/10.1039/d1tc05355h,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/tc/article/10/8/3036-3047/754032,NO_WORKING_PDF,
75,,Two enantiomeric perovskite ferroelectrics with a high T craised by inserting intermolecular hydrogen bonds,10.1063/5.0035793,2021,APL Materials,True,https://doi.org/10.1063/5.0035793,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.aip.org/apm/article/9/3/031102/892497/Two-enantiomeric-perovskite-ferroelectrics-with-a,NO_WORKING_PDF,
76,165,Critical behavior and magnetocaloric effect across the magnetic transition in Mn1+xFe4−xSi3,10.1038/s41598-020-63223-0,2020,Scientific Reports,True,https://www.nature.com/articles/s41598-020-63223-0.pdf,DOWNLOADED,165-Critical behavior and magnetocaloric effect across the magnetic transition in Mn1+xFe4−xSi3.pdf,2115c2bcd2d204b2a81c01af387630bac7f342892535b90ec7038b7c83c57015,3689688,,,
77,,Origin of structural change driven by a-site lanthanide doping in abo3-type perovskite ferroelectrics,10.3390/cryst10060434,2020,Crystals,True,https://www.mdpi.com/2073-4352/10/6/434/pdf?version=1590744251,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2073-4352/10/6/434/pdf?version=1590744251,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2073-4352/10/6/434/pdf?version=1590744251
78,,Temperature-Dependent Ferroelectric Properties and Aging Behavior of Freeze-Cast Bismuth Ferrite-Barium Titanate Ceramics,10.1021/acsami.4c03002,2024,ACS Applied Materials and Interfaces,True,https://pubs.acs.org/doi/pdf/10.1021/acsami.4c03002,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsami.4c03002,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsami.4c03002 | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC11040575/pdf/am4c03002.pdf
79,,Strong electrocaloric response with ultrawide working temperature span in lead-free BaTiO3-based ceramics by composition design,10.1016/j.ceramint.2024.01.061,2024,Ceramics International,True,https://doi.org/10.1016/j.ceramint.2024.01.061,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
80,,Ferroelectric-to-paraelectric phase engineering for 2D layered ultra-high-κ dielectrics,10.1093/nsr/nwag126,2026,National Science Review,True,https://doi.org/10.1093/nsr/nwag126,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://academic.oup.com/nsr/article/doi/10.1093/nsr/nwag126/8503499,NO_WORKING_PDF,
81,,Direct Sub-Kelvin Magnetocaloric Cooling and Correlated Paramagnetism in Double Perovskite Gd2CuTiO6,10.3390/app16052456,2026,Applied Sciences Switzerland,True,https://www.mdpi.com/2076-3417/16/5/2456/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2076-3417/16/5/2456/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2076-3417/16/5/2456/pdf
82,,Tailoring the cryogenic magnetism and magnetocaloric effect from Zr substitution in EuTiO3 perovskite,10.1016/j.jmst.2024.01.041,2024,Journal of Materials Science and Technology,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
83,,Magnetoelastic Coupling and Cryogenic Magnetocaloric Effect in Two-Site Disordered GdSrCoFeO6 Double Perovskite,10.1021/acs.chemmater.2c03574,2023,Chemistry of Materials,True,https://doi.org/10.1021/acs.chemmater.2c03574,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.2c03574,NO_WORKING_PDF,
84,166,"Synthesis, structure, morphology, magnetism, and magnetocaloric-effect studies of (La1−xPrx)0.7Sr0.3MnO3 nanocrystalline perovskites",10.1007/s42452-023-05328-5,2023,SN Applied Sciences,True,https://link.springer.com/content/pdf/10.1007/s42452-023-05328-5.pdf,DOWNLOADED,"166-Synthesis, structure, morphology, magnetism, and magnetocaloric-effect studies of (La1−xPrx)0.7Sr0.3MnO3.pdf",f0d267a6430927f6c25e8a13d17d4eba4dd41200731b031cf85d25e70fc6308f,6790867,,,
85,,Iron-doping induced multiferroic in two-dimensional In2Se3,10.1007/s40843-019-1212-x,2020,Science China Materials,True,https://link.springer.com/content/pdf/10.1007/s40843-019-1212-x.pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF
86,191,Adding 161Dy-Mössbauer spectroscopy to a multitechnique investigation of magnetic transitions in a {CoIII3DyIII3} Single-Molecule Toroic,10.1038/s41467-026-71058-y,2026,Nature Communications,True,https://lirias.kuleuven.be/retrieve/4857ea5c-8bf5-4f20-8500-ccdba208dcee,DOWNLOADED_OPENALEX,191-Adding 161Dy-Mössbauer spectroscopy to a multitechnique investigation of magnetic transitions in a {CoIII.pdf,5a7c829d003f17ffd9ed15821185ad8d974dbb05fa8cad29b6aa01c8e886c5c7,3381220,,,
87,,Emergent Chaos-Like Dynamics of Spin–Orbit-Torque-Driven Magnetic Transitions,10.1002/smll.73778,2026,Small,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.73778,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.73778,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.73778
88,167,Parallel alignment of electric and magnetic transition dipole moments in chiral additives can boost the oxygen evolution reaction,10.1038/s42004-026-02042-2,2026,Communications Chemistry,True,https://www.nature.com/articles/s42004-026-02042-2_reference.pdf,DOWNLOADED,167-Parallel alignment of electric and magnetic transition dipole moments in chiral additives can boost the o.pdf,623b27819c46eeb0d4b1ea82e14e3065c377c9ff848940630f316bab896a128c,1445162,,,
89,168,Large enhancement of properties in strained lead-free multiferroic solid solutions with strong deviation from Vegard's law,10.1016/j.matt.2024.09.018,2025,Matter,True,https://arxiv.org/pdf/2410.12252,DOWNLOADED,168-Large enhancement of properties in strained lead-free multiferroic solid solutions with strong deviation.pdf,dfcf8ab9b702454ba6658c8550d30fffbaba5512d799a9f49cb73a0ae16447be,2654732,,,
90,,Observation of Griffiths-like phase and magnetocaloric effect in disordered Y2CoCrO6 double perovskite,10.1039/d4ma01092b,2025,Materials Advances,True,https://pubs.rsc.org/en/content/articlepdf/2025/ma/d4ma01092b,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2025/ma/d4ma01092b,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2025/ma/d4ma01092b
91,,Machine Learning Methodologies Applied to Magnetocaloric Perovskites Discovery,10.1021/acs.jcim.4c01944,2025,Journal of Chemical Information and Modeling,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jcim.4c01944?ref=article_openPDF | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC11863371/pdf/ci4c01944.pdf
92,,Imaging magnetic transition of magnetite to megabar pressures using quantum sensors in diamond anvil cell,10.1038/s41467-024-52272-y,2024,Nature Communications,True,https://doi.org/10.1038/s41467-024-52272-y,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC11471789/pdf/41467_2024_Article_52272.pdf
93,192,Supramolecular Polymerization as a Tool to Reveal the Magnetic Transition Dipole Moment of Heptazines,10.1021/jacs.4c02174,2024,Journal of the American Chemical Society,True,https://pure.tue.nl/ws/files/331632646/xu-et-al-2024-supramolecular-polymerization-as-a-tool-to-reveal-the-magnetic-transition-dipole-moment-of-heptazines.pdf,DOWNLOADED_OPENALEX,192-Supramolecular Polymerization as a Tool to Reveal the Magnetic Transition Dipole Moment of Heptazines.pdf,8821d4e22bbaef270f9782cd30923550d5e7519855dc2b76315ffe42ac9c1a1b,3058878,,,
94,193,Multifaceted Roles of Ag+ Ions within and outside La-Ca-MnO3 Perovskite Manganites: Unveiling the Room Temperature Magnetocaloric Effect,10.1021/acs.jpcc.4c03215,2024,Journal of Physical Chemistry C,True,https://hal.science/hal-04740052v1/document,DOWNLOADED_OPENALEX,193-Multifaceted Roles of Ag+ Ions within and outside La-Ca-MnO3 Perovskite Manganites Unveiling the Room Tem.pdf,e5b135610c54fb80b248813175665b061828a3f522555c3baf2af538a68dec6d,8436002,,,
95,,"Magnetoelastic Coupling Evidence by Anisotropic Crossed Thermal Expansion in Magnetocaloric RSrCoFeO6 (R = Sm, Eu) Double Perovskites",10.1021/acs.inorgchem.4c00594,2024,Inorganic Chemistry,True,https://doi.org/10.1021/acs.inorgchem.4c00594,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.inorgchem.4c00594,NO_WORKING_PDF,
96,,"Effect of Cr substitution on structural, magnetic, magnetocaloric and critical behaviors of La0.7Y0.05Ba0.25MnO3 perovskite manganite",10.1016/j.jssc.2023.124481,2024,Journal of Solid State Chemistry,True,https://doi.org/10.1016/j.jssc.2023.124481,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
97,,Molecular Design of a Metal-Nitrosyl Ferroelectric with Reversible Photoisomerization,10.1021/jacs.3c01530,2023,Journal of the American Chemical Society,True,https://pubs.acs.org/doi/pdf/10.1021/jacs.3c01530,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/jacs.3c01530,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/jacs.3c01530 | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC10311532/pdf/ja3c01530.pdf
98,194,Achieving Ferroelectricity in a Centrosymmetric High-Performance Semiconductor by Strain Engineering,10.1002/adma.202300450,2023,Advanced Materials,True,https://arxiv.org/pdf/2303.02882,DOWNLOADED_OPENALEX,194-Achieving Ferroelectricity in a Centrosymmetric High-Performance Semiconductor by Strain Engineering.pdf,78928c55ed756c196b3b7dc10743a99a50fcd69f14ed7d02a1da85be9f521ec7,7776898,,,
99,,Exploration of Quasi-Direct Band Edge in a Multilayer Ferroelectric Semiconductor for Applications in Van Der Waals Stacked Heterojunction Solar Cell and Photocatalytic Devices,10.1002/advs.202514717,2026,Advanced Science,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
100,,Improper narrow bandgap molecular ferroelectrics enable light-excited pyroelectricity for broadband self-powered photoactivities,10.1039/d5qi01797a,2026,Inorganic Chemistry Frontiers,True,https://pubs.rsc.org/en/content/articlepdf/2025/qi/d5qi01797a,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2025/qi/d5qi01797a,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2025/qi/d5qi01797a
